category,tenor_years,bank,grr,spread,avg_lending_rate,average_apr,as_of,max_fees_total,fee_count,basis,source
sme,5,FBNBank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,First National Bank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,GCB Bank Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Guaranty Trust Bank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,National Investment Bank Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,OmniBSIC Bank Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Prudential Bank Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Societe General Ghana PLC,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Standard Chartered Bank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
sme,5,Universal Merchant Bank Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Universal Merchant Bank Limited,23.8,-0.8,23.0,23.49,2025-06-30,0.25,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Standard Chartered Bank (Ghana) Limited,23.8,-0.04,23.76,23.76,2025-06-30,2.5,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Absa Bank Ghana Limited,23.8,2.19,25.99,25.99,2025-06-30,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Societe General Ghana PLC,23.8,-0.35,23.45,26.22,2025-06-30,0.8,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,GCB Bank Limited,23.8,1.6,25.4,26.4,2025-06-30,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Access Bank Ghana Plc,23.8,3.46,27.26,27.27,2025-06-30,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,First Atlantic Bank Limited,23.8,4.69,28.49,27.46,2025-06-30,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Stanbic Bank Ghana Limited,23.8,1.28,25.08,28.02,2025-06-30,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Prudential Bank Limited,23.8,3.5,27.3,28.43,2025-06-30,2.5,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,OmniBSIC Bank Ghana Limited,23.8,0.7,24.5,29.48,2025-06-30,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Zenith Bank (Ghana) Limited,23.8,4.0,27.8,31.24,2025-06-30,4.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Republic Bank (Ghana) PLC,23.8,4.12,27.92,31.31,2025-06-30,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,First National Bank (Ghana) Limited,23.8,4.75,28.55,31.74,2025-06-30,0.75,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,FBNBank (Ghana) Limited,23.8,4.19,27.99,32.22,2025-06-30,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,United Bank for Africa (Ghana) Limited,23.8,5.13,28.93,32.32,2025-06-30,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Fidelity Bank Ghana Limited,23.8,3.69,27.49,32.9,2025-06-30,1.5,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Ecobank Ghana Limited,23.8,7.84,31.64,33.49,2025-06-30,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Guaranty Trust Bank (Ghana) Limited,23.8,1.19,24.99,33.95,2025-06-30,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Agricultural Development Bank Limited,23.8,9.63,33.43,37.6,2025-06-30,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Bank of Africa Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,CalBank PLC,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,Consolidated Bank Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,1,National Investment Bank Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Fidelity Bank Ghana Limited,23.8,-2.81,20.99,21.14,2025-06-30,0.2,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Standard Chartered Bank (Ghana) Limited,23.8,0.19,23.99,23.99,2025-06-30,2.5,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Societe General Ghana PLC,23.8,0.19,23.99,23.99,2025-06-30,0.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,GCB Bank Limited,23.8,1.6,25.4,25.73,2025-06-30,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,FBNBank (Ghana) Limited,23.8,1.69,25.49,26.79,2025-06-30,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Republic Bank (Ghana) PLC,23.8,4.12,27.92,28.95,2025-06-30,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Stanbic Bank Ghana Limited,23.8,4.19,27.99,29.15,2025-06-30,1.5,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Access Bank Ghana Plc,23.8,5.87,29.67,29.67,2025-06-30,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,United Bank for Africa (Ghana) Limited,23.8,5.1,28.9,29.92,2025-06-30,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Zenith Bank (Ghana) Limited,23.8,5.2,29.0,31.16,2025-06-30,3.5,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,OmniBSIC Bank Ghana Limited,23.8,12.2,36.0,31.22,2025-06-30,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Ecobank Ghana Limited,23.8,8.5,32.3,34.15,2025-06-30,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Agricultural Development Bank Limited,23.8,14.16,37.96,41.89,2025-06-30,2.25,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Absa Bank Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Bank of Africa Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,CalBank PLC,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Consolidated Bank Ghana Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,First Atlantic Bank Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,First National Bank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Guaranty Trust Bank (Ghana) Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,National Investment Bank Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Prudential Bank Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,3,Universal Merchant Bank Limited,23.8,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,GCB Bank Limited,23.99,1.41,25.4,25.6,2025-06-30,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Access Bank Ghana Plc,23.99,1.7,25.69,25.69,2025-06-30,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Agricultural Development Bank Limited,23.99,0.0,23.99,26.21,2025-06-30,2.25,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Societe General Ghana PLC,23.99,2.75,26.74,26.99,2025-06-30,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Stanbic Bank Ghana Limited,23.99,2.0,25.99,27.02,2025-06-30,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,FBNBank (Ghana) Limited,23.99,3.0,26.99,27.68,2025-06-30,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Republic Bank (Ghana) PLC,23.99,3.93,27.92,28.47,2025-06-30,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Fidelity Bank Ghana Limited,23.99,1.0,24.99,29.52,2025-06-30,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Zenith Bank (Ghana) Limited,23.99,6.01,30.0,30.48,2025-06-30,1.25,3,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Ecobank Ghana Limited,23.99,7.86,31.85,33.7,2025-06-30,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,United Bank for Africa (Ghana) Limited,23.99,11.01,35.0,35.52,2025-06-30,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,CalBank PLC,23.99,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Bank of Africa Ghana Limited,23.99,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Standard Chartered Bank (Ghana) Limited,23.99,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,National Investment Bank Limited,23.99,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,First Atlantic Bank Limited,23.99,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Guaranty Trust Bank (Ghana) Limited,23.99,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,First National Bank (Ghana) Limited,23.99,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Absa Bank Ghana Limited,23.99,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Universal Merchant Bank Limited,23.99,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Prudential Bank Limited,23.99,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,Consolidated Bank Ghana Limited,23.99,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
corporate,5,OmniBSIC Bank Ghana Limited,23.99,,,,2025-06-30,0,0,indicative; actual APR varies by borrower assessment,apr-2025-06.pdf
household,1,Absa Bank Ghana Limited,10.03,6.9,16.93,18.32,2026-05-31,2.86,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Access Bank Ghana Plc,10.03,6.72,16.75,16.78,2026-05-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Agricultural Development Bank Limited,10.03,9.56,19.59,28.13,2026-05-31,4.0,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Bank of Africa Ghana Limited,10.03,1.51,11.54,22.9,2026-05-31,5.08,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,CalBank PLC,10.03,3.63,13.66,15.82,2026-05-31,3.4,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Consolidated Bank Ghana Limited,10.03,6.47,16.5,20.01,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Ecobank Ghana Limited,10.03,3.61,13.64,15.64,2026-05-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,First Bank Ghana Limited,10.03,2.8,12.83,19.0,2026-05-31,3.5,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Fidelity Bank Ghana Limited,10.03,1.67,11.7,17.11,2026-05-31,4.68,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,First Atlantic Bank Limited,10.03,4.37,14.4,16.57,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,First National Bank (Ghana) Limited,10.03,2.29,12.32,20.17,2026-05-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,GCB Bank Limited,10.03,13.46,23.49,26.74,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Guaranty Trust Bank (Ghana),10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,National Investment Bank Limited,10.03,5.0,15.03,18.9,2026-05-31,2.75,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,OmniBSIC Bank Ghana Limited,10.03,3.98,14.01,17.67,2026-05-31,1.67,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Prudential Bank Limited,10.03,6.2,16.23,21.48,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Republic Bank (Ghana) PLC,10.03,3.52,13.55,18.83,2026-05-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Societe General Ghana PLC,10.03,4.33,14.36,21.12,2026-05-31,5.07,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Stanbic Bank Ghana Limited,10.03,1.2,11.23,11.62,2026-05-31,2.6,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Standard Chartered Bank (Ghana),10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,United Bank for Africa (Ghana),10.03,2.55,12.58,16.12,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Universal Merchant Bank Limited,10.03,7.94,17.97,22.22,2026-05-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,1,Zenith Bank (Ghana) Limited,10.03,4.47,14.5,19.24,2026-05-31,5.1,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Absa Bank Ghana Limited,10.03,7.31,17.34,18.83,2026-05-31,2.68,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Access Bank Ghana Plc,10.03,4.47,14.5,14.51,2026-05-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Agricultural Development Bank Limited,10.03,8.92,18.95,22.45,2026-05-31,4.0,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Bank of Africa Ghana Limited,10.03,6.55,16.58,21.64,2026-05-31,5.08,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,CalBank PLC,10.03,3.93,13.96,15.05,2026-05-31,3.4,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Consolidated Bank Ghana Limited,10.03,7.97,18.0,19.71,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Ecobank Ghana Limited,10.03,3.71,13.74,15.74,2026-05-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,First Bank Ghana Limited,10.03,2.0,12.03,14.05,2026-05-31,3.5,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Fidelity Bank Ghana Limited,10.03,3.54,13.57,16.61,2026-05-31,4.68,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,First Atlantic Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,First National Bank (Ghana) Limited,10.03,4.73,14.76,17.59,2026-05-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,GCB Bank Limited,10.03,13.46,23.49,24.57,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Guaranty Trust Bank (Ghana) Limited,10.03,7.47,17.5,19.62,2026-05-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,National Investment Bank Limited,10.03,5.0,15.03,18.69,2026-05-31,2.75,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,OmniBSIC Bank Ghana Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Prudential Bank Limited,10.03,6.22,16.25,18.3,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Republic Bank (Ghana) PLC,10.03,3.52,13.55,15.26,2026-05-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Societe General Ghana PLC,10.03,3.92,13.95,16.08,2026-05-31,4.85,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Stanbic Bank Ghana Limited,10.03,1.49,11.52,11.59,2026-05-31,2.6,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Standard Chartered Bank (Ghana) Limited,10.03,3.11,13.14,13.14,2026-05-31,2.5,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,United Bank for Africa (Ghana) Limited,10.03,26.93,36.96,38.89,2026-05-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Universal Merchant Bank Limited,10.03,26.97,37.0,39.27,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,3,Zenith Bank (Ghana) Limited,10.03,5.97,16.0,17.57,2026-05-31,2.5,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Absa Bank Ghana Limited,10.03,6.07,16.1,17.37,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Access Bank Ghana Plc,10.03,4.54,14.57,14.58,2026-05-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Agricultural Development Bank,10.03,8.44,18.47,20.13,2026-05-31,4.0,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Bank of Africa Ghana Limited,10.03,6.36,16.39,18.67,2026-05-31,5.08,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,CalBank PLC,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Consolidated Bank Ghana Limited,10.03,7.69,17.72,18.86,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Ecobank Ghana Limited,10.03,3.33,13.36,15.36,2026-05-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,First Bank Ghana Limited,10.03,6.97,17.0,18.08,2026-05-31,4.5,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Fidelity Bank Ghana Limited,10.03,3.09,13.12,14.71,2026-05-31,6.38,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,First Atlantic Bank Limited,10.03,3.0,13.03,13.48,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,First National Bank (Ghana),10.03,4.25,14.28,14.28,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,GCB Bank Limited,10.03,13.46,23.49,24.14,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Guaranty Trust Bank (Ghana),10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,National Investment Bank Limited,10.03,5.0,15.03,18.94,2026-05-31,2.75,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,OmniBSIC Bank Ghana Limited,10.03,-5.03,5.0,5.03,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Prudential Bank Limited,10.03,6.64,16.67,17.53,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Republic Bank (Ghana) PLC,10.03,3.52,13.55,14.51,2026-05-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Societe General Ghana PLC,10.03,2.97,13.0,14.12,2026-05-31,4.17,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Stanbic Bank Ghana Limited,10.03,1.59,11.62,11.64,2026-05-31,2.6,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Standard Chartered Bank (Ghana),10.03,2.87,12.9,12.9,2026-05-31,2.5,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,United Bank for Africa (Ghana),10.03,21.88,31.91,32.97,2026-05-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Universal Merchant Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
household,5,Zenith Bank (Ghana) Limited,10.03,4.97,15.0,16.27,2026-05-31,3.5,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Absa Bank Ghana Limited,10.03,4.16,14.19,16.13,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Access Bank Ghana Plc,10.03,10.91,20.94,20.98,2026-05-31,3.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Agricultural Development Bank Limited,10.03,10.67,20.7,27.48,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Bank of Africa Ghana Limited,10.03,3.67,13.7,23.42,2026-05-31,4.21,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,CalBank PLC,10.03,4.73,14.76,16.41,2026-05-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Consolidated Bank Ghana Limited,10.03,11.27,21.3,25.44,2026-05-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Ecobank Ghana Limited,10.03,2.98,13.01,14.51,2026-05-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,First Bank Ghana Limited,10.03,6.73,16.76,21.13,2026-05-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Fidelity Bank Ghana Limited,10.03,8.42,18.45,24.79,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,First Atlantic Bank Limited,10.03,3.48,13.51,16.59,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,First National Bank (Ghana) Limited,10.03,5.32,15.35,16.5,2026-05-31,1.5,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,GCB Bank Limited,10.03,17.51,27.54,29.54,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Guaranty Trust Bank (Ghana) Limited,10.03,16.47,26.5,33.58,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,National Investment Bank Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,OmniBSIC Bank Ghana Limited,10.03,5.43,15.46,18.91,2026-05-31,1.81,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Prudential Bank Limited,10.03,6.14,16.17,18.26,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Republic Bank (Ghana) PLC,10.03,7.5,17.53,22.75,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Societe General Ghana PLC,10.03,5.51,15.54,19.04,2026-05-31,3.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Stanbic Bank Ghana Limited,10.03,4.75,14.78,15.17,2026-05-31,3.55,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Standard Chartered Bank (Ghana) Limited,10.03,1.0,11.03,11.03,2026-05-31,2.5,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,United Bank for Africa (Ghana) Limited,10.03,6.26,16.29,19.79,2026-05-31,3.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Universal Merchant Bank Limited,10.03,5.98,16.01,20.69,2026-05-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,1,Zenith Bank (Ghana) Limited,10.03,6.95,16.98,22.25,2026-05-31,7.0,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Absa Bank Ghana Limited,10.03,2.33,12.36,13.34,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Access Bank Ghana Plc,10.03,5.74,15.77,15.78,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Agricultural Development Bank Limited,10.03,7.97,18.0,19.46,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Bank of Africa Ghana Limited,10.03,4.73,14.76,18.08,2026-05-31,4.21,3,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,CalBank PLC,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Consolidated Bank Ghana Limited,10.03,11.33,21.36,24.72,2026-05-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Ecobank Ghana Limited,10.03,3.18,13.21,14.71,2026-05-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,First Bank Ghana Limited,10.03,7.5,17.53,18.91,2026-05-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Fidelity Bank Ghana Limited,10.03,5.47,15.5,21.45,2026-05-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,First Atlantic Bank Limited,10.03,2.99,13.02,14.08,2026-05-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,First National Bank (Ghana) Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,GCB Bank Limited,10.03,17.51,27.54,28.21,2026-05-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
sme,3,Guaranty Trust Bank (Ghana) Limited,10.03,,,,2026-05-31,0,0,indicative; actual APR varies by borrower assessment,apr-2026-05.pdf
