category,tenor_years,bank,grr,spread,avg_lending_rate,average_apr,as_of,max_fees_total,fee_count,basis,source
corporate,3,Guaranty Trust Bank (Ghana) Limited,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,3,First National Bank (Ghana) Limited,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,3,Absa Bank Ghana Limited,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,3,Universal Merchant Bank Limited,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,3,Consolidated Bank Ghana Limited,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Bank of Africa Ghana Limited,29.31,-8.31,21.0,22.69,2024-09-30,3.0,2,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,GCB Bank Limited,29.31,1.09,30.4,27.5,2024-09-30,1.0,1,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Standard Chartered Bank (Ghana) Limited,29.31,-3.97,25.34,30.58,2024-09-30,0.02,1,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Access Bank Ghana Plc,29.31,2.86,32.17,30.77,2024-09-30,1.0,2,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,FBNBank (Ghana) Limited,29.31,3.0,32.31,32.97,2024-09-30,2.5,2,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Societe General Ghana PLC,29.31,2.59,31.9,33.14,2024-09-30,1.24,2,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Ecobank Ghana Limited,29.31,4.54,33.85,33.82,2024-09-30,2.25,4,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,OmniBSIC Bank Ghana Limited,29.31,1.69,31.0,35.04,2024-09-30,4.0,2,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Republic Bank (Ghana) PLC,29.31,5.33,34.64,35.16,2024-09-30,2.0,2,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,United Bank for Africa (Ghana) Limited,29.31,5.69,35.0,36.0,2024-09-30,2.0,1,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Zenith Bank (Ghana) Limited,29.31,6.69,36.0,36.36,2024-09-30,0.3,1,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Fidelity Bank Ghana Limited,29.31,5.14,34.45,37.32,2024-09-30,1.0,1,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Stanbic Bank Ghana Limited,29.31,5.35,34.66,37.48,2024-09-30,1.5,1,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Prudential Bank Limited,29.31,8.76,38.07,39.24,2024-09-30,3.5,3,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Agricultural Development Bank Limited,29.31,14.0,43.31,47.24,2024-09-30,2.25,3,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,CalBank PLC,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,National Investment Bank Limited,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,First Atlantic Bank Limited,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Guaranty Trust Bank (Ghana) Limited,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,First National Bank (Ghana) Limited,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Absa Bank Ghana Limited,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Universal Merchant Bank Limited,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
corporate,5,Consolidated Bank Ghana Limited,29.31,,,,2024-09-30,0,0,indicative; actual APR varies by borrower assessment,apr-2024-09.pdf
household,1,Guaranty Trust Bank (Ghana) Limited,27.9,-7.9,20.0,23.8,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Bank of Africa Ghana Limited,27.9,-11.9,16.0,25.93,2025-03-31,5.08,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,GCB Bank Limited,27.9,-4.5,23.4,27.2,2025-03-31,3.8,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Societe General Ghana PLC,27.9,-2.01,25.89,27.48,2025-03-31,5.35,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Republic Bank (Ghana) PLC,27.9,-3.91,23.99,29.12,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Standard Chartered Bank (Ghana) Limited,27.9,-2.88,25.02,29.67,2025-03-31,0.03,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Absa Bank Ghana Limited,27.9,0.17,28.07,32.08,2025-03-31,2.98,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Ecobank Ghana Limited,27.9,3.03,30.93,32.93,2025-03-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Zenith Bank (Ghana) Limited,27.9,2.0,29.9,33.24,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Access Bank Ghana Plc,27.9,5.37,33.27,33.3,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Consolidated Bank Ghana Limited,27.9,0.66,28.56,33.95,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,OmniBSIC Bank Ghana Limited,27.9,3.21,31.11,34.09,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,First National Bank (Ghana) Limited,27.9,5.0,32.9,35.54,2025-03-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,FBNBank (Ghana) Limited,27.9,2.0,29.9,35.78,2025-03-31,3.5,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,First Atlantic Bank Limited,27.9,5.0,32.9,36.95,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Fidelity Bank Ghana Limited,27.9,-0.3,27.6,38.42,2025-03-31,3.68,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,United Bank for Africa (Ghana) Limited,27.9,8.2,36.1,39.42,2025-03-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Agricultural Development Bank Limited,27.9,6.44,34.34,39.61,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Universal Merchant Bank Limited,27.9,9.1,37.0,41.09,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,National Investment Bank Limited,27.9,8.83,36.73,42.2,2025-03-31,2.25,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Stanbic Bank Ghana Limited,27.9,9.56,37.46,50.8,2025-03-31,4.1,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,CalBank PLC,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,1,Prudential Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Guaranty Trust Bank (Ghana) Limited,27.9,0.0,20.0,21.6,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Societe General Ghana PLC,27.9,-4.97,22.93,23.17,2025-03-31,4.79,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Fidelity Bank Ghana Limited,27.9,-7.27,20.63,24.3,2025-03-31,3.68,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,GCB Bank Limited,27.9,-4.5,23.4,24.67,2025-03-31,3.8,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Bank of Africa Ghana Limited,27.9,-8.78,19.12,25.04,2025-03-31,5.08,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Republic Bank (Ghana) PLC,27.9,-3.91,23.99,25.57,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Standard Chartered Bank (Ghana) Limited,27.9,-2.88,25.02,26.43,2025-03-31,0.03,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Zenith Bank (Ghana) Limited,27.9,-2.9,25.0,26.56,2025-03-31,2.5,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Absa Bank Ghana Limited,27.9,-2.52,25.38,28.58,2025-03-31,2.81,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Consolidated Bank Ghana Limited,27.9,0.1,28.0,29.8,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Access Bank Ghana Plc,27.9,3.0,30.9,30.91,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Agricultural Development Bank Limited,27.9,3.97,31.87,33.56,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,FBNBank (Ghana) Limited,27.9,4.06,31.96,33.7,2025-03-31,3.5,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Ecobank Ghana Limited,27.9,3.94,31.84,33.84,2025-03-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,OmniBSIC Bank Ghana Limited,27.9,3.21,31.11,34.09,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Prudential Bank Limited,27.9,4.5,32.4,36.1,2025-03-31,3.28,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,United Bank for Africa (Ghana) Limited,27.9,9.06,36.96,38.89,2025-03-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Universal Merchant Bank Limited,27.9,9.1,37.0,39.27,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,First Atlantic Bank Limited,27.9,8.41,36.31,39.63,2025-03-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,National Investment Bank Limited,27.9,8.83,36.73,39.81,2025-03-31,2.85,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,Stanbic Bank Ghana Limited,27.9,9.32,37.22,42.57,2025-03-31,4.1,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,CalBank PLC,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,3,First National Bank (Ghana) Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Guaranty Trust Bank (Ghana) Limited,27.9,-7.9,20.0,21.02,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Societe General Ghana PLC,27.9,-5.65,22.25,22.27,2025-03-31,4.17,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Fidelity Bank Ghana Limited,27.9,-6.97,20.93,22.96,2025-03-31,8.3,4,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Bank of Africa Ghana Limited,27.9,-6.99,20.91,23.75,2025-03-31,5.08,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,GCB Bank Limited,27.9,-4.5,23.4,24.16,2025-03-31,3.8,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Republic Bank (Ghana) PLC,27.9,-3.91,23.99,24.85,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Standard Chartered Bank (Ghana) Limited,27.9,-2.88,25.02,26.43,2025-03-31,0.03,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Absa Bank Ghana Limited,27.9,-3.82,24.08,27.04,2025-03-31,2.57,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Consolidated Bank Ghana Limited,27.9,0.1,28.0,29.11,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Prudential Bank Limited,27.9,2.1,30.0,30.7,2025-03-31,2.08,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Access Bank Ghana Plc,27.9,3.89,31.79,31.8,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Zenith Bank (Ghana) Limited,27.9,3.6,31.5,32.48,2025-03-31,2.5,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,United Bank for Africa (Ghana) Limited,27.9,4.01,31.91,32.97,2025-03-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Ecobank Ghana Limited,27.9,3.81,31.71,33.71,2025-03-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,OmniBSIC Bank Ghana Limited,27.9,3.21,31.11,34.09,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,First National Bank (Ghana) Limited,27.9,4.0,31.9,34.15,2025-03-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Agricultural Development Bank Limited,27.9,3.49,31.39,34.43,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,First Atlantic Bank Limited,27.9,8.62,36.52,38.53,2025-03-31,3.5,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Stanbic Bank Ghana Limited,27.9,9.16,37.06,39.32,2025-03-31,4.1,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,National Investment Bank Limited,27.9,8.83,36.73,40.1,2025-03-31,3.75,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,CalBank PLC,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,FBNBank (Ghana) Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
household,5,Universal Merchant Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Absa Bank Ghana Limited,27.9,-9.99,17.91,20.13,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,First Atlantic Bank Limited,27.9,-2.57,25.33,31.34,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Access Bank Ghana Plc,27.9,3.47,31.37,31.41,2025-03-31,3.5,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Standard Chartered Bank (Ghana) Limited,27.9,-2.88,25.02,33.26,2025-03-31,0.03,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Ecobank Ghana Limited,27.9,3.63,31.53,33.28,2025-03-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Universal Merchant Bank Limited,27.9,3.28,31.18,33.5,2025-03-31,1.5,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,OmniBSIC Bank Ghana Limited,27.9,3.21,31.11,34.09,2025-03-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,CalBank PLC,27.9,3.98,31.88,34.52,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,GCB Bank Limited,27.9,6.3,34.2,35.2,2025-03-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Zenith Bank (Ghana) Limited,27.9,0.66,28.56,35.59,2025-03-31,5.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Republic Bank (Ghana) PLC,27.9,2.86,30.76,35.8,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Bank of Africa Ghana Limited,27.9,0.51,28.41,36.79,2025-03-31,4.21,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,FBNBank (Ghana) Limited,27.9,5.17,33.07,37.25,2025-03-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Societe General Ghana PLC,27.9,7.06,34.96,38.46,2025-03-31,3.5,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,United Bank for Africa (Ghana) Limited,27.9,7.65,35.55,39.08,2025-03-31,3.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Consolidated Bank Ghana Limited,27.9,6.8,34.7,39.63,2025-03-31,2.4,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Prudential Bank Limited,27.9,9.45,37.35,41.07,2025-03-31,3.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,First National Bank (Ghana) Limited,27.9,7.46,35.36,41.18,2025-03-31,2.5,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Agricultural Development Bank Limited,27.9,11.35,39.25,44.48,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Guaranty Trust Bank (Ghana) Limited,27.9,7.18,35.08,45.26,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Stanbic Bank Ghana Limited,27.9,9.08,36.98,46.01,2025-03-31,3.55,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,Fidelity Bank Ghana Limited,27.9,7.98,35.88,46.94,2025-03-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,1,National Investment Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,First Atlantic Bank Limited,27.9,-7.9,20.0,21.95,2025-03-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Access Bank Ghana Plc,27.9,-0.76,27.14,27.15,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Universal Merchant Bank Limited,27.9,-0.9,27.0,28.08,2025-03-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Absa Bank Ghana Limited,27.9,-0.01,27.89,28.78,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Republic Bank (Ghana) PLC,27.9,2.86,30.76,32.27,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Zenith Bank (Ghana) Limited,27.9,4.02,31.92,32.9,2025-03-31,2.5,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,United Bank for Africa (Ghana) Limited,27.9,4.34,32.24,33.24,2025-03-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Standard Chartered Bank (Ghana) Limited,27.9,-2.88,25.02,33.26,2025-03-31,0.03,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Ecobank Ghana Limited,27.9,3.87,31.77,33.52,2025-03-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,OmniBSIC Bank Ghana Limited,27.9,3.21,31.11,34.09,2025-03-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,GCB Bank Limited,27.9,6.3,34.2,34.53,2025-03-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Consolidated Bank Ghana Limited,27.9,3.2,31.1,34.75,2025-03-31,2.4,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,FBNBank (Ghana) Limited,27.9,7.5,35.4,36.62,2025-03-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Stanbic Bank Ghana Limited,27.9,7.06,34.96,39.38,2025-03-31,3.5,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Prudential Bank Limited,27.9,7.2,35.1,39.67,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Agricultural Development Bank Limited,27.9,13.41,41.31,42.94,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Fidelity Bank Ghana Limited,27.9,9.06,36.96,43.25,2025-03-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,CalBank PLC,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Bank of Africa Ghana Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,National Investment Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Guaranty Trust Bank (Ghana) Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,First National Bank (Ghana) Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,3,Societe General Ghana PLC,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Bank of Africa Ghana Limited,27.9,-6.9,21.0,23.37,2025-03-31,4.21,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Fidelity Bank Ghana Limited,27.9,-3.37,24.53,26.35,2025-03-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Access Bank Ghana Plc,27.9,2.93,30.83,30.84,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Republic Bank (Ghana) PLC,27.9,2.86,30.76,31.57,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Zenith Bank (Ghana) Limited,27.9,3.41,31.31,32.67,2025-03-31,3.5,4,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Standard Chartered Bank (Ghana) Limited,27.9,-2.88,25.02,33.26,2025-03-31,0.03,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Ecobank Ghana Limited,27.9,3.89,31.79,33.54,2025-03-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,OmniBSIC Bank Ghana Limited,27.9,3.21,31.11,34.09,2025-03-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,United Bank for Africa (Ghana) Limited,27.9,7.87,35.77,36.29,2025-03-31,2.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Stanbic Bank Ghana Limited,27.9,7.41,35.31,37.3,2025-03-31,3.5,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Agricultural Development Bank Limited,27.9,14.06,41.96,45.92,2025-03-31,3.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,CalBank PLC,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,GCB Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,FBNBank (Ghana) Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,National Investment Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,First Atlantic Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Guaranty Trust Bank (Ghana) Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,First National Bank (Ghana) Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Absa Bank Ghana Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Universal Merchant Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Prudential Bank Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Consolidated Bank Ghana Limited,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
sme,5,Societe General Ghana PLC,27.9,0.0,,,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Absa Bank Ghana Limited,27.9,-1.99,25.91,26.26,2025-03-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Societe General Ghana PLC,27.9,-0.88,27.02,28.02,2025-03-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Standard Chartered Bank (Ghana) Limited,27.9,-2.88,25.02,30.1,2025-03-31,0.03,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Fidelity Bank Ghana Limited,27.9,2.82,30.72,31.22,2025-03-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Ecobank Ghana Limited,27.9,2.35,30.25,31.25,2025-03-31,3.2,4,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,GCB Bank Limited,27.9,2.4,30.3,31.3,2025-03-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Zenith Bank (Ghana) Limited,27.9,1.47,29.37,31.76,2025-03-31,5.0,3,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Access Bank Ghana Plc,27.9,4.56,32.46,32.47,2025-03-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,First Atlantic Bank Limited,27.9,3.0,30.9,32.9,2025-03-31,1.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,First National Bank (Ghana) Limited,27.9,2.35,30.25,33.97,2025-03-31,0,0,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,OmniBSIC Bank Ghana Limited,27.9,3.21,31.11,34.09,2025-03-31,4.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,CalBank PLC,27.9,5.13,33.03,34.21,2025-03-31,2.0,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,FBNBank (Ghana) Limited,27.9,2.33,30.23,34.44,2025-03-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Prudential Bank Limited,27.9,5.5,33.4,35.4,2025-03-31,2.5,2,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
corporate,1,Stanbic Bank Ghana Limited,27.9,2.3,30.2,35.49,2025-03-31,1.0,1,indicative; actual APR varies by borrower assessment,apr-2025-03.pdf
